id,questionSet,category,difficulty,season,grandPrix,topicKey,question,choice1,choice2,choice3,choice4,answer,explanation,sources
gpq_10126,F1レース別出来事・マニア,F1波乱のレース,4,2021,ハンガリーGP,race|2021|ハンガリーGP|オコン初優勝,レース別出来事：2021年ハンガリーGPを象徴する内容は？,セナがタイトルを決めた,DRSが初導入された,全車が同じチームだった,エステバン・オコンがF1初優勝した,3,2021年ハンガリーGPはスタート混乱とオコン初優勝で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10127,F1レース別出来事・マニア,F1タイトル決定戦,5,2021,アブダビGP,race|2021|アブダビGP|最終周決着,2021年アブダビGPで起きた出来事として正しいものは？,予選でタイトルが決まった,レースは中止された,全車が失格になった,最終周のリスタート後にフェルスタッペンがタイトルを獲得した,3,2021年アブダビGPは現代F1で最も議論を呼んだタイトル決定戦の一つです。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10128,F1レース別出来事・マニア,F1タイトル決定戦,5,2021,アブダビGP,race|2021|アブダビGP|最終周決着,マニア向け：2021年アブダビGPの重要トピックは？,最終周のリスタート後にフェルスタッペンがタイトルを獲得した,全車が失格になった,レースは中止された,予選でタイトルが決まった,0,2021年アブダビGPは現代F1で最も議論を呼んだタイトル決定戦の一つです。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10129,F1レース別出来事・マニア,F1タイトル決定戦,5,2021,アブダビGP,race|2021|アブダビGP|最終周決着,レース別出来事：2021年アブダビGPを象徴する内容は？,予選でタイトルが決まった,最終周のリスタート後にフェルスタッペンがタイトルを獲得した,レースは中止された,全車が失格になった,1,2021年アブダビGPは現代F1で最も議論を呼んだタイトル決定戦の一つです。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10130,F1レース別出来事・マニア,F1安全史・重大事故,5,2022,イギリスGP,race|2022|イギリスGP|周冠宇の大クラッシュとサインツ初優勝,2022年イギリスGPで起きた出来事として正しいものは？,給油が復活した,初のナイトレースだった,大クラッシュ後に赤旗となり、サインツが初優勝した,全車ノーピットで完走した,2,2022年イギリスGPはHaloの安全性も改めて注目された一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10131,F1レース別出来事・マニア,F1安全史・重大事故,5,2022,イギリスGP,race|2022|イギリスGP|周冠宇の大クラッシュとサインツ初優勝,マニア向け：2022年イギリスGPの重要トピックは？,初のナイトレースだった,給油が復活した,全車ノーピットで完走した,大クラッシュ後に赤旗となり、サインツが初優勝した,3,2022年イギリスGPはHaloの安全性も改めて注目された一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10132,F1レース別出来事・マニア,F1安全史・重大事故,5,2022,イギリスGP,race|2022|イギリスGP|周冠宇の大クラッシュとサインツ初優勝,レース別出来事：2022年イギリスGPを象徴する内容は？,給油が復活した,初のナイトレースだった,大クラッシュ後に赤旗となり、サインツが初優勝した,全車ノーピットで完走した,2,2022年イギリスGPはHaloの安全性も改めて注目された一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10133,F1レース別出来事・マニア,F1タイトル決定戦,5,2022,日本GP,race|2022|日本GP|フェルスタッペン王座決定,2022年日本GPで起きた出来事として正しいものは？,ノリスが初王者になった,全車がドライタイヤだけで走った,セナが復帰した,雨の鈴鹿でフェルスタッペンがタイトルを決めた,3,2022年日本GPは雨とポイント規則の解釈も話題になりました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10134,F1レース別出来事・マニア,F1タイトル決定戦,5,2022,日本GP,race|2022|日本GP|フェルスタッペン王座決定,マニア向け：2022年日本GPの重要トピックは？,全車がドライタイヤだけで走った,セナが復帰した,ノリスが初王者になった,雨の鈴鹿でフェルスタッペンがタイトルを決めた,3,2022年日本GPは雨とポイント規則の解釈も話題になりました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10135,F1レース別出来事・マニア,F1タイトル決定戦,5,2022,日本GP,race|2022|日本GP|フェルスタッペン王座決定,レース別出来事：2022年日本GPを象徴する内容は？,セナが復帰した,ノリスが初王者になった,雨の鈴鹿でフェルスタッペンがタイトルを決めた,全車がドライタイヤだけで走った,2,2022年日本GPは雨とポイント規則の解釈も話題になりました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10136,F1レース別出来事・マニア,F1レース別出来事,4,2023,シンガポールGP,race|2023|シンガポールGP|レッドブル連勝停止,2023年シンガポールGPで起きた出来事として正しいものは？,フェルスタッペンが全周回リードした,全車が予選失格になった,ハミルトンが初優勝した,カルロス・サインツが勝利し、レッドブルの連勝を止めた,3,2023年シンガポールGPはレッドブルが勝てなかった珍しい一戦として印象的です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10137,F1レース別出来事・マニア,F1レース別出来事,5,2023,シンガポールGP,race|2023|シンガポールGP|レッドブル連勝停止,マニア向け：2023年シンガポールGPの重要トピックは？,全車が予選失格になった,フェルスタッペンが全周回リードした,カルロス・サインツが勝利し、レッドブルの連勝を止めた,ハミルトンが初優勝した,2,2023年シンガポールGPはレッドブルが勝てなかった珍しい一戦として印象的です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10138,F1レース別出来事・マニア,F1レース別出来事,4,2023,シンガポールGP,race|2023|シンガポールGP|レッドブル連勝停止,レース別出来事：2023年シンガポールGPを象徴する内容は？,全車が予選失格になった,ハミルトンが初優勝した,カルロス・サインツが勝利し、レッドブルの連勝を止めた,フェルスタッペンが全周回リードした,2,2023年シンガポールGPはレッドブルが勝てなかった珍しい一戦として印象的です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10139,F1レース別出来事・マニア,F1レース別出来事,4,2024,モナコGP,race|2024|モナコGP|ルクレール母国優勝,2024年モナコGPで起きた出来事として正しいものは？,フェラーリが出走停止になった,初のスプリントが行われた,全車が赤旗失格になった,シャルル・ルクレールがモナコで母国優勝を果たした,3,2024年モナコGPはルクレールの悲願達成として大きな話題になりました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10140,F1レース別出来事・マニア,F1レース別出来事,5,2024,モナコGP,race|2024|モナコGP|ルクレール母国優勝,マニア向け：2024年モナコGPの重要トピックは？,初のスプリントが行われた,全車が赤旗失格になった,フェラーリが出走停止になった,シャルル・ルクレールがモナコで母国優勝を果たした,3,2024年モナコGPはルクレールの悲願達成として大きな話題になりました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10141,F1レース別出来事・マニア,F1レース別出来事,4,2024,モナコGP,race|2024|モナコGP|ルクレール母国優勝,レース別出来事：2024年モナコGPを象徴する内容は？,シャルル・ルクレールがモナコで母国優勝を果たした,初のスプリントが行われた,全車が赤旗失格になった,フェラーリが出走停止になった,0,2024年モナコGPはルクレールの悲願達成として大きな話題になりました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10142,F1レース別出来事・マニア,F1レース別出来事,3,2024,マイアミGP,race|2024|マイアミGP|ノリス初優勝,2024年マイアミGPで起きた出来事として正しいものは？,全車が雨用タイヤで走った,給油が復活した,セナが復帰した,ランド・ノリスがF1初優勝した,3,2024年マイアミGPはノリスの初勝利として重要です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10143,F1レース別出来事・マニア,F1レース別出来事,4,2024,マイアミGP,race|2024|マイアミGP|ノリス初優勝,マニア向け：2024年マイアミGPの重要トピックは？,給油が復活した,全車が雨用タイヤで走った,ランド・ノリスがF1初優勝した,セナが復帰した,2,2024年マイアミGPはノリスの初勝利として重要です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10144,F1レース別出来事・マニア,F1レース別出来事,3,2024,マイアミGP,race|2024|マイアミGP|ノリス初優勝,レース別出来事：2024年マイアミGPを象徴する内容は？,ランド・ノリスがF1初優勝した,全車が雨用タイヤで走った,セナが復帰した,給油が復活した,0,2024年マイアミGPはノリスの初勝利として重要です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10145,F1レース別出来事・マニア,F1最新シーズン,4,2025,ドライバーズ選手権,race|2025|ドライバーズ選手権|ノリス王座,2025年ドライバーズ選手権で起きた出来事として正しいものは？,マックス・フェルスタッペンが2025年ランキング1位だった,オスカー・ピアストリが2025年ランキング1位だった,ジョージ・ラッセルが2025年ランキング1位だった,ランド・ノリスが2025年ドライバーズランキング1位として記録された,3,Formula 1公式Results Archiveの2025年ドライバーズ順位ではランド・ノリスが1位です。,Formula 1 Official Results Archive 2025 races/drivers - https://www.formula1.com/en/results/2025/drivers
gpq_10146,F1レース別出来事・マニア,F1最新シーズン,5,2025,ドライバーズ選手権,race|2025|ドライバーズ選手権|ノリス王座,マニア向け：2025年ドライバーズ選手権の重要トピックは？,ジョージ・ラッセルが2025年ランキング1位だった,オスカー・ピアストリが2025年ランキング1位だった,マックス・フェルスタッペンが2025年ランキング1位だった,ランド・ノリスが2025年ドライバーズランキング1位として記録された,3,Formula 1公式Results Archiveの2025年ドライバーズ順位ではランド・ノリスが1位です。,Formula 1 Official Results Archive 2025 races/drivers - https://www.formula1.com/en/results/2025/drivers
gpq_10147,F1レース別出来事・マニア,F1最新シーズン,4,2025,ドライバーズ選手権,race|2025|ドライバーズ選手権|ノリス王座,レース別出来事：2025年ドライバーズ選手権を象徴する内容は？,マックス・フェルスタッペンが2025年ランキング1位だった,ジョージ・ラッセルが2025年ランキング1位だった,オスカー・ピアストリが2025年ランキング1位だった,ランド・ノリスが2025年ドライバーズランキング1位として記録された,3,Formula 1公式Results Archiveの2025年ドライバーズ順位ではランド・ノリスが1位です。,Formula 1 Official Results Archive 2025 races/drivers - https://www.formula1.com/en/results/2025/drivers
gpq_10148,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pushrod,構造理解：F1の「プッシュロッド式サスペンション」について正しい説明は？,ロッカーを介して車体内側のスプリング/ダンパーを作動させる構成,タイヤ内部に燃料を入れる構成,ドライバーが直接ダンパーを手で押す構成,ブレーキディスクを車外に吊るす構成,0,プッシュロッドは空力・重心・整備性を含めた設計判断に関わります。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10149,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pushrod,空力連成：F1の「プッシュロッド式サスペンション」について正しい説明は？,ロッカーを介して車体内側のスプリング/ダンパーを作動させる構成,ブレーキディスクを車外に吊るす構成,ドライバーが直接ダンパーを手で押す構成,タイヤ内部に燃料を入れる構成,0,プッシュロッドは空力・重心・整備性を含めた設計判断に関わります。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10150,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pushrod,実戦影響：F1の「プッシュロッド式サスペンション」について正しい説明は？,ブレーキディスクを車外に吊るす構成,タイヤ内部に燃料を入れる構成,ドライバーが直接ダンパーを手で押す構成,ロッカーを介して車体内側のスプリング/ダンパーを作動させる構成,3,プッシュロッドは空力・重心・整備性を含めた設計判断に関わります。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10151,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pushrod,マニア向け：F1の「プッシュロッド式サスペンション」について正しい説明は？,ロッカーを介して車体内側のスプリング/ダンパーを作動させる構成,タイヤ内部に燃料を入れる構成,ドライバーが直接ダンパーを手で押す構成,ブレーキディスクを車外に吊るす構成,0,プッシュロッドは空力・重心・整備性を含めた設計判断に関わります。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10152,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pullrod,構造理解：F1の「プルロッド式サスペンション」について正しい説明は？,エンジンを吊り下げる方式,タイヤをワイヤーで引っ張るだけの構成,ウイングを油圧で常に上げる構成,ロッドを引く方向で車体内側のスプリング/ダンパーを作動させる構成,3,プルロッドは低重心化や空力パッケージに関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10153,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pullrod,空力連成：F1の「プルロッド式サスペンション」について正しい説明は？,ロッドを引く方向で車体内側のスプリング/ダンパーを作動させる構成,ウイングを油圧で常に上げる構成,エンジンを吊り下げる方式,タイヤをワイヤーで引っ張るだけの構成,0,プルロッドは低重心化や空力パッケージに関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10154,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pullrod,実戦影響：F1の「プルロッド式サスペンション」について正しい説明は？,タイヤをワイヤーで引っ張るだけの構成,ロッドを引く方向で車体内側のスプリング/ダンパーを作動させる構成,ウイングを油圧で常に上げる構成,エンジンを吊り下げる方式,1,プルロッドは低重心化や空力パッケージに関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10155,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2025,技術総合,race|2025|技術総合|pullrod,マニア向け：F1の「プルロッド式サスペンション」について正しい説明は？,タイヤをワイヤーで引っ張るだけの構成,ウイングを油圧で常に上げる構成,ロッドを引く方向で車体内側のスプリング/ダンパーを作動させる構成,エンジンを吊り下げる方式,2,プルロッドは低重心化や空力パッケージに関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10156,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_dive,構造理解：F1の「アンチダイブ」について正しい説明は？,ブレーキング時の車体前下がりを抑えるジオメトリ思想,雨用タイヤの溝を浅くする作業,直線だけでDRSを閉じる規則,燃料タンクを2つに分けること,0,サスペンションアーム角度でピッチ姿勢を制御し、空力安定にも関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10157,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_dive,空力連成：F1の「アンチダイブ」について正しい説明は？,直線だけでDRSを閉じる規則,雨用タイヤの溝を浅くする作業,ブレーキング時の車体前下がりを抑えるジオメトリ思想,燃料タンクを2つに分けること,2,サスペンションアーム角度でピッチ姿勢を制御し、空力安定にも関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10158,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_dive,実戦影響：F1の「アンチダイブ」について正しい説明は？,直線だけでDRSを閉じる規則,ブレーキング時の車体前下がりを抑えるジオメトリ思想,燃料タンクを2つに分けること,雨用タイヤの溝を浅くする作業,1,サスペンションアーム角度でピッチ姿勢を制御し、空力安定にも関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10159,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_dive,マニア向け：F1の「アンチダイブ」について正しい説明は？,雨用タイヤの溝を浅くする作業,ブレーキング時の車体前下がりを抑えるジオメトリ思想,直線だけでDRSを閉じる規則,燃料タンクを2つに分けること,1,サスペンションアーム角度でピッチ姿勢を制御し、空力安定にも関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10160,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_squat,構造理解：F1の「アンチスクワット」について正しい説明は？,加速時のリア沈み込みを抑えるジオメトリ思想,フロントウイングを外す作業,ブレーキ温度を上げる規則,タイヤ交換時の合図,0,リアの姿勢変化はトラクションと床下空力に関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10161,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_squat,空力連成：F1の「アンチスクワット」について正しい説明は？,タイヤ交換時の合図,フロントウイングを外す作業,加速時のリア沈み込みを抑えるジオメトリ思想,ブレーキ温度を上げる規則,2,リアの姿勢変化はトラクションと床下空力に関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10162,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_squat,実戦影響：F1の「アンチスクワット」について正しい説明は？,加速時のリア沈み込みを抑えるジオメトリ思想,タイヤ交換時の合図,フロントウイングを外す作業,ブレーキ温度を上げる規則,0,リアの姿勢変化はトラクションと床下空力に関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10163,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|anti_squat,マニア向け：F1の「アンチスクワット」について正しい説明は？,タイヤ交換時の合図,フロントウイングを外す作業,加速時のリア沈み込みを抑えるジオメトリ思想,ブレーキ温度を上げる規則,2,リアの姿勢変化はトラクションと床下空力に関係します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10164,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|ride_height,構造理解：F1の「ライドハイト管理」について正しい説明は？,燃料の色を調整すること,ヘルメットの重量を増やすこと,車高を適切に保ち床下空力を安定させること,ミラーを畳むこと,2,グラウンドエフェクト時代では車高管理が性能に直結します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10165,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|ride_height,空力連成：F1の「ライドハイト管理」について正しい説明は？,燃料の色を調整すること,ミラーを畳むこと,ヘルメットの重量を増やすこと,車高を適切に保ち床下空力を安定させること,3,グラウンドエフェクト時代では車高管理が性能に直結します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10166,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|ride_height,実戦影響：F1の「ライドハイト管理」について正しい説明は？,ミラーを畳むこと,燃料の色を調整すること,車高を適切に保ち床下空力を安定させること,ヘルメットの重量を増やすこと,2,グラウンドエフェクト時代では車高管理が性能に直結します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10167,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|ride_height,マニア向け：F1の「ライドハイト管理」について正しい説明は？,車高を適切に保ち床下空力を安定させること,ミラーを畳むこと,ヘルメットの重量を増やすこと,燃料の色を調整すること,0,グラウンドエフェクト時代では車高管理が性能に直結します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10168,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|heave_spring,構造理解：F1の「ヒーブスプリング」について正しい説明は？,燃料ポンプの別名,左右輪同相の上下動に効くサスペンション要素,左右逆相だけを止めるステアリング,ブレーキ液の銘柄,1,車体の上下動を管理し、空力姿勢の安定に寄与します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10169,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|heave_spring,空力連成：F1の「ヒーブスプリング」について正しい説明は？,ブレーキ液の銘柄,左右輪同相の上下動に効くサスペンション要素,左右逆相だけを止めるステアリング,燃料ポンプの別名,1,車体の上下動を管理し、空力姿勢の安定に寄与します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10170,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|heave_spring,実戦影響：F1の「ヒーブスプリング」について正しい説明は？,燃料ポンプの別名,ブレーキ液の銘柄,左右輪同相の上下動に効くサスペンション要素,左右逆相だけを止めるステアリング,2,車体の上下動を管理し、空力姿勢の安定に寄与します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10171,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|heave_spring,マニア向け：F1の「ヒーブスプリング」について正しい説明は？,ブレーキ液の銘柄,左右逆相だけを止めるステアリング,左右輪同相の上下動に効くサスペンション要素,燃料ポンプの別名,2,車体の上下動を管理し、空力姿勢の安定に寄与します。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10172,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|third_element,構造理解：F1の「サードエレメント」について正しい説明は？,3人目のドライバーが必ず乗る規則,左右共通の車体上下動やピッチ制御に関係する要素,3枚目のナンバープレート,3本目の前輪,1,F1の足回りでは車高・ピッチ管理が重要です。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10173,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|third_element,空力連成：F1の「サードエレメント」について正しい説明は？,3本目の前輪,3枚目のナンバープレート,3人目のドライバーが必ず乗る規則,左右共通の車体上下動やピッチ制御に関係する要素,3,F1の足回りでは車高・ピッチ管理が重要です。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10174,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|third_element,実戦影響：F1の「サードエレメント」について正しい説明は？,左右共通の車体上下動やピッチ制御に関係する要素,3人目のドライバーが必ず乗る規則,3本目の前輪,3枚目のナンバープレート,0,F1の足回りでは車高・ピッチ管理が重要です。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10175,F1レース別出来事・マニア,F1空力・サスペンション,5,2025,技術総合,race|2025|技術総合|third_element,マニア向け：F1の「サードエレメント」について正しい説明は？,3人目のドライバーが必ず乗る規則,3本目の前輪,3枚目のナンバープレート,左右共通の車体上下動やピッチ制御に関係する要素,3,F1の足回りでは車高・ピッチ管理が重要です。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10176,F1レース別出来事・マニア,F1ブレーキ・冷却,5,2025,技術総合,race|2025|技術総合|brake_by_wire,構造理解：F1の「ブレーキ・バイ・ワイヤ」について正しい説明は？,タイヤ交換用工具,リア側制動と回生を協調させる電子制御を含む仕組み,ブレーキを禁止する規則,完全にワイヤーだけで止める古典装置,1,回生ブレーキとのバランス制御が現代F1で重要です。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
gpq_10177,F1レース別出来事・マニア,F1ブレーキ・冷却,5,2025,技術総合,race|2025|技術総合|brake_by_wire,空力連成：F1の「ブレーキ・バイ・ワイヤ」について正しい説明は？,ブレーキを禁止する規則,リア側制動と回生を協調させる電子制御を含む仕組み,完全にワイヤーだけで止める古典装置,タイヤ交換用工具,1,回生ブレーキとのバランス制御が現代F1で重要です。,FIA Formula One Technical Regulations 2025 - https://www.fia.com/sites/default/files/documents/fia_2025_formula_1_technical_regulations_-_issue_03_-_2025-04-07.pdf | FIA Formula One Sporting Regulations - https://www.fia.com/regulation/category/110
